USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
USER-065,PROD-157,view,1772359955
USER-031,PROD-033,view,1772360082
USER-070,PROD-032,view,1772362756
USER-001,PROD-086,add_to_cart,1772362815
USER-027,PROD-111,view,1772364005
USER-006,PROD-013,view,1772365101
USER-016,PROD-118,view,1772365312
USER-062,PROD-061,view,1772366243
USER-045,PROD-082,view,1772366360
USER-052,PROD-141,add_to_cart,1772367380
USER-061,PROD-195,view,1772369137
USER-060,PROD-003,view,1772369306
USER-073,PROD-193,view,1772369381
USER-021,PROD-087,view,1772371110
USER-005,PROD-091,add_to_cart,1772371423
USER-008,PROD-096,purchase,1772372654
USER-003,PROD-049,view,1772374001
USER-010,PROD-079,view,1772375217
USER-011,PROD-095,view,1772376674
USER-067,PROD-088,add_to_cart,1772378259
USER-035,PROD-066,view,1772380498
USER-013,PROD-053,add_to_cart,1772381640
USER-047,PROD-195,view,1772382422
USER-027,PROD-078,add_to_cart,1772383539
USER-066,PROD-002,view,1772383663
USER-013,PROD-153,view,1772384255
USER-042,PROD-141,view,1772384337
USER-033,PROD-016,view,1772384710
USER-059,PROD-109,view,1772385070
USER-012,PROD-067,view,1772388858
USER-003,PROD-090,add_to_cart,1772390099
USER-071,PROD-129,view,1772390544
USER-007,PROD-039,purchase,1772392188
USER-047,PROD-041,view,1772398636
USER-051,PROD-005,purchase,1772400802
USER-029,PROD-151,add_to_cart,1772401368
USER-049,PROD-126,add_to_cart,1772402188
USER-069,PROD-035,view,1772402353
USER-008,PROD-100,add_to_cart,1772402631
USER-045,PROD-143,view,1772403076
USER-018,PROD-133,view,1772403407
USER-051,PROD-029,view,1772405251
USER-074,PROD-186,view,1772406255
USER-003,PROD-040,view,1772406492
USER-049,PROD-085,view,1772406768
USER-014,PROD-046,view,1772406878
USER-023,PROD-099,view,1772407199
USER-051,PROD-015,add_to_cart,1772408634
USER-022,PROD-039,view,1772409484
USER-043,PROD-146,add_to_cart,1772409916
USER-046,PROD-102,view,1772410492
USER-042,PROD-082,view,1772410755
USER-055,PROD-076,view,1772410868
USER-030,PROD-105,view,1772414040
USER-073,PROD-055,view,1772414315
USER-046,PROD-020,add_to_cart,1772416113
USER-008,PROD-002,view,1772416331
USER-066,PROD-059,view,1772418298
USER-074,PROD-051,add_to_cart,1772419737
USER-001,PROD-077,view,1772420865
USER-069,PROD-121,view,1772421756
USER-022,PROD-103,view,1772421881
USER-044,PROD-062,view,1772422032
USER-068,PROD-084,view,1772423588
USER-064,PROD-143,view,1772424407
USER-055,PROD-076,view,1772424703
USER-031,PROD-137,view,1772424748
USER-003,PROD-122,view,1772424875
USER-051,PROD-179,view,1772425146
USER-036,PROD-112,view,1772425185
USER-010,PROD-007,add_to_cart,1772426174
USER-011,PROD-103,view,1772426765
USER-054,PROD-182,view,1772428550
USER-001,PROD-056,view,1772429761
USER-001,PROD-026,add_to_cart,1772432323
USER-064,PROD-145,add_to_cart,1772433014
USER-009,PROD-073,view,1772433029
USER-009,PROD-054,view,1772433097
USER-021,PROD-074,view,1772433594
USER-064,PROD-102,view,1772434297
USER-032,PROD-112,view,1772434412
USER-062,PROD-117,view,1772434740
USER-032,PROD-103,view,1772435654
USER-063,PROD-191,view,1772437794
USER-071,PROD-011,view,1772438230
USER-012,PROD-060,view,1772438598
USER-010,PROD-077,view,1772441248
USER-029,PROD-132,view,1772441286
USER-066,PROD-051,view,1772441972
USER-030,PROD-169,purchase,1772443880
USER-069,PROD-178,view,1772445488
USER-031,PROD-012,view,1772446884
USER-018,PROD-088,view,1772448567
USER-058,PROD-065,add_to_cart,1772449423
USER-061,PROD-129,view,1772450070
USER-015,PROD-070,view,1772450318
USER-025,PROD-162,view,1772450927
USER-071,PROD-031,view,1772453322
USER-048,PROD-046,view,1772454296
USER-070,PROD-024,view,1772455014
USER-001,PROD-085,view,1772455398
USER-056,PROD-025,view,1772455429
USER-067,PROD-193,add_to_cart,1772455736
USER-028,PROD-180,view,1772456081
USER-050,PROD-156,purchase,1772456310
USER-048,PROD-047,view,1772457452
USER-064,PROD-084,view,1772457965
USER-051,PROD-022,view,1772458137
USER-028,PROD-193,view,1772458523
USER-003,PROD-075,view,1772459144
USER-030,PROD-159,view,1772459497
USER-044,PROD-126,view,1772459528
USER-073,PROD-068,add_to_cart,1772461128
USER-028,PROD-072,purchase,1772462074
USER-047,PROD-195,add_to_cart,1772464800
USER-037,PROD-047,view,1772467361
USER-026,PROD-137,add_to_cart,1772468355
USER-068,PROD-172,add_to_cart,1772469164
USER-031,PROD-021,view,1772469542
USER-019,PROD-179,view,1772470735
USER-012,PROD-046,view,1772471173
USER-041,PROD-085,view,1772472036
USER-042,PROD-089,view,1772472127
USER-004,PROD-090,add_to_cart,1772475734
USER-010,PROD-073,view,1772476083
USER-039,PROD-101,add_to_cart,1772476663
USER-010,PROD-006,purchase,1772476940
USER-018,PROD-171,add_to_cart,1772477133
USER-068,PROD-136,view,1772477776
USER-005,PROD-108,view,1772481137
USER-050,PROD-158,view,1772482188
USER-023,PROD-168,add_to_cart,1772483719
USER-005,PROD-159,view,1772484450
USER-063,PROD-062,add_to_cart,1772485093
USER-045,PROD-098,view,1772486444
USER-015,PROD-008,view,1772489794
USER-047,PROD-197,view,1772492725
USER-002,PROD-138,view,1772497512
USER-066,PROD-002,view,1772497762
USER-054,PROD-147,view,1772498545
USER-030,PROD-178,add_to_cart,1772500880
USER-044,PROD-063,add_to_cart,1772503952
USER-013,PROD-161,view,1772504573
USER-035,PROD-049,view,1772505213
USER-060,PROD-008,view,1772508445
USER-048,PROD-111,view,1772508710
USER-037,PROD-103,view,1772509777
USER-047,PROD-135,purchase,1772510506
USER-023,PROD-090,purchase,1772510542
USER-071,PROD-119,add_to_cart,1772510688
USER-027,PROD-041,add_to_cart,1772514636
USER-040,PROD-040,add_to_cart,1772517051
USER-048,PROD-094,view,1772518244
USER-032,PROD-170,add_to_cart,1772518488
USER-055,PROD-168,view,1772519097
USER-057,PROD-047,add_to_cart,1772519364
USER-069,PROD-170,view,1772519932
USER-014,PROD-028,view,1772519973
USER-070,PROD-052,view,1772520289
USER-054,PROD-129,view,1772520570
USER-024,PROD-124,add_to_cart,1772521140
USER-056,PROD-090,view,1772522215
USER-006,PROD-192,add_to_cart,1772523026
USER-058,PROD-012,view,1772524054
USER-007,PROD-193,view,1772524135
USER-073,PROD-114,purchase,1772525600
USER-056,PROD-052,view,1772525663
USER-061,PROD-171,view,1772526160
USER-022,PROD-087,add_to_cart,1772527607
USER-069,PROD-129,view,1772527953
USER-070,PROD-064,view,1772529670
USER-032,PROD-095,view,1772530707
USER-067,PROD-084,view,1772530834
USER-062,PROD-058,view,1772531291
USER-014,PROD-051,purchase,1772531567
USER-059,PROD-113,view,1772531735
USER-061,PROD-102,view,1772531941
USER-018,PROD-072,view,1772531988
USER-047,PROD-118,purchase,1772533144
USER-014,PROD-124,view,1772534232
USER-003,PROD-145,view,1772535039
USER-048,PROD-073,view,1772535417
USER-038,PROD-119,view,1772536199
USER-044,PROD-148,purchase,1772536900
USER-062,PROD-066,add_to_cart,1772537465
USER-057,PROD-126,view,1772538514
USER-069,PROD-133,view,1772538928
USER-042,PROD-119,view,1772541013
USER-006,PROD-166,view,1772541111
USER-034,PROD-162,view,1772541430
USER-025,PROD-176,view,1772542533
USER-065,PROD-126,view,1772542610
USER-049,PROD-119,view,1772543168
USER-011,PROD-170,view,1772543592
USER-068,PROD-090,view,1772545001
USER-058,PROD-043,view,1772546879
USER-056,PROD-126,view,1772547237
USER-002,PROD-183,view,1772547274
USER-047,PROD-113,add_to_cart,1772547312
USER-061,PROD-103,view,1772547376
USER-049,PROD-102,view,1772548405
USER-045,PROD-137,add_to_cart,1772549572
USER-035,PROD-043,view,1772549688
USER-066,PROD-156,view,1772551992
USER-028,PROD-167,add_to_cart,1772552573
USER-044,PROD-066,view,1772553701
USER-039,PROD-123,add_to_cart,1772554507
USER-046,PROD-035,view,1772554775
USER-026,PROD-155,view,1772555113
USER-028,PROD-080,view,1772555124
USER-050,PROD-137,view,1772557788
USER-011,PROD-172,view,1772558819
USER-040,PROD-027,add_to_cart,1772559271
USER-049,PROD-164,view,1772559584
USER-054,PROD-068,add_to_cart,1772561982
USER-075,PROD-070,view,1772562324
USER-022,PROD-081,view,1772563156
USER-033,PROD-106,view,1772563900
USER-043,PROD-045,view,1772564373
USER-005,PROD-098,view,1772565047
USER-068,PROD-165,purchase,1772566217
USER-004,PROD-075,add_to_cart,1772566469
USER-052,PROD-092,view,1772567620
USER-025,PROD-145,view,1772567764
USER-062,PROD-194,view,1772568633
USER-058,PROD-117,view,1772571035
USER-029,PROD-004,add_to_cart,1772571951
USER-043,PROD-188,view,1772574104
USER-026,PROD-009,view,1772575210
USER-038,PROD-191,view,1772576863
USER-023,PROD-009,view,1772578302
USER-042,PROD-199,view,1772579104
USER-001,PROD-045,view,1772579904
USER-063,PROD-129,view,1772581031
USER-049,PROD-004,view,1772581444
USER-062,PROD-086,view,1772584596
USER-008,PROD-141,view,1772584763
USER-052,PROD-025,add_to_cart,1772587253
USER-033,PROD-008,view,1772588310
USER-074,PROD-055,view,1772589031
USER-055,PROD-061,view,1772589059
USER-052,PROD-003,view,1772590690
USER-045,PROD-011,view,1772590827
USER-004,PROD-159,view,1772591822
USER-069,PROD-169,view,1772591983
USER-039,PROD-102,view,1772593170
USER-031,PROD-038,view,1772594279
USER-064,PROD-094,view,1772595662
USER-008,PROD-041,view,1772597208
USER-014,PROD-159,view,1772597411
USER-015,PROD-176,view,1772598386
USER-059,PROD-157,view,1772598712
USER-028,PROD-151,add_to_cart,1772598961
USER-048,PROD-130,view,1772599179
USER-055,PROD-010,view,1772600664
USER-017,PROD-128,view,1772601412
USER-073,PROD-005,view,1772603068
USER-029,PROD-140,view,1772603779
USER-067,PROD-104,view,1772603829
USER-016,PROD-097,purchase,1772605041
USER-071,PROD-010,view,1772606117
USER-065,PROD-114,view,1772606496
USER-035,PROD-072,view,1772607204
USER-035,PROD-063,view,1772607614
USER-021,PROD-079,add_to_cart,1772612331
USER-066,PROD-012,view,1772612884
USER-052,PROD-018,view,1772613557
USER-072,PROD-052,purchase,1772613930
USER-006,PROD-034,view,1772615255
USER-030,PROD-106,purchase,1772617425
USER-001,PROD-041,view,1772617907
USER-043,PROD-074,view,1772618321
USER-014,PROD-082,add_to_cart,1772618760
USER-053,PROD-096,view,1772619669
USER-060,PROD-074,view,1772620280
USER-029,PROD-066,view,1772620489
USER-052,PROD-104,view,1772622222
USER-007,PROD-035,view,1772622330
USER-037,PROD-149,view,1772623514
USER-071,PROD-120,view,1772624014
USER-044,PROD-060,add_to_cart,1772625238
USER-042,PROD-131,view,1772626229
USER-015,PROD-059,view,1772626334
USER-004,PROD-034,view,1772626660
USER-014,PROD-089,view,1772626738
USER-003,PROD-084,view,1772627158
USER-043,PROD-105,view,1772627687
USER-036,PROD-113,view,1772627736
USER-067,PROD-129,view,1772630859
USER-054,PROD-155,view,1772631663
USER-006,PROD-008,view,1772632340
USER-002,PROD-184,view,1772634659
USER-045,PROD-016,view,1772634730
USER-014,PROD-054,view,1772635574
USER-046,PROD-119,add_to_cart,1772635938
USER-018,PROD-122,purchase,1772637156
USER-065,PROD-109,view,1772638789
USER-054,PROD-088,view,1772639812
USER-007,PROD-057,view,1772641272
USER-058,PROD-063,view,1772641300
USER-075,PROD-019,view,1772641644
USER-058,PROD-161,purchase,1772642650
USER-032,PROD-132,view,1772643061
USER-065,PROD-034,add_to_cart,1772643241
USER-026,PROD-008,view,1772644036
USER-016,PROD-081,view,1772647207
USER-065,PROD-097,purchase,1772648138
USER-075,PROD-171,purchase,1772648158
USER-047,PROD-183,view,1772648704
USER-012,PROD-050,view,1772649018
USER-030,PROD-138,view,1772649690
USER-010,PROD-003,view,1772649974
USER-002,PROD-186,view,1772650203
USER-044,PROD-198,view,1772651050
USER-026,PROD-025,view,1772654210
USER-032,PROD-086,view,1772654731
USER-043,PROD-002,view,1772654864
USER-028,PROD-095,add_to_cart,1772655860
USER-014,PROD-111,view,1772656112
USER-074,PROD-069,view,1772656546
USER-023,PROD-091,view,1772657203
USER-025,PROD-050,view,1772660204
USER-005,PROD-108,view,1772660674
USER-068,PROD-085,view,1772661410
USER-071,PROD-143,view,1772662011
USER-072,PROD-131,view,1772662887
USER-059,PROD-131,view,1772664843
USER-039,PROD-104,purchase,1772665886
USER-023,PROD-050,view,1772665909
USER-012,PROD-118,view,1772667471
USER-032,PROD-095,view,1772667484
USER-069,PROD-165,view,1772667813
USER-041,PROD-131,purchase,1772668546
USER-009,PROD-097,view,1772670613
USER-073,PROD-144,view,1772671377
USER-022,PROD-125,view,1772671726
USER-025,PROD-006,view,1772671915
USER-039,PROD-092,view,1772672424
USER-008,PROD-188,add_to_cart,1772673487
USER-041,PROD-047,purchase,1772673714
USER-065,PROD-189,view,1772675583
USER-032,PROD-111,view,1772676425
USER-024,PROD-094,view,1772676808
USER-022,PROD-198,view,1772677946
USER-063,PROD-019,add_to_cart,1772678350
USER-039,PROD-160,view,1772680047
USER-017,PROD-152,view,1772680297
USER-033,PROD-174,view,1772680397
USER-048,PROD-049,purchase,1772681492
USER-022,PROD-151,view,1772682416
USER-069,PROD-142,view,1772682570
USER-054,PROD-189,view,1772682670
USER-008,PROD-086,view,1772683456
USER-024,PROD-072,view,1772683966
USER-010,PROD-078,purchase,1772685209
USER-055,PROD-077,purchase,1772686163
USER-005,PROD-049,view,1772686632
USER-069,PROD-109,purchase,1772687068
USER-024,PROD-030,view,1772690331
USER-071,PROD-003,add_to_cart,1772690596
USER-014,PROD-136,view,1772691059
USER-070,PROD-190,add_to_cart,1772691371
USER-057,PROD-053,add_to_cart,1772691751
USER-052,PROD-157,view,1772692744
USER-034,PROD-055,view,1772693227
USER-063,PROD-129,add_to_cart,1772693821
USER-011,PROD-190,view,1772694305
USER-046,PROD-176,view,1772694341
USER-021,PROD-140,view,1772695188
USER-022,PROD-114,add_to_cart,1772695288
USER-009,PROD-064,view,1772697900
USER-068,PROD-082,view,1772698526
USER-067,PROD-113,view,1772698666
USER-063,PROD-040,view,1772699357
USER-045,PROD-148,view,1772700672
USER-054,PROD-140,view,1772701718
USER-003,PROD-057,view,1772703517
USER-022,PROD-018,view,1772703869
USER-073,PROD-078,view,1772704178
USER-065,PROD-059,view,1772704508
USER-019,PROD-178,view,1772704846
USER-030,PROD-109,view,1772706658
USER-044,PROD-031,purchase,1772706930
USER-017,PROD-015,view,1772707466
USER-052,PROD-114,purchase,1772708597
USER-015,PROD-150,view,1772709416
USER-054,PROD-130,view,1772710751
USER-002,PROD-136,view,1772713412
USER-039,PROD-006,view,1772713590
USER-003,PROD-047,purchase,1772714321
USER-068,PROD-168,view,1772719316
USER-006,PROD-192,view,1772721497
USER-073,PROD-107,view,1772724125
USER-042,PROD-090,view,1772725678
USER-032,PROD-088,view,1772728374
USER-067,PROD-084,view,1772728447
USER-052,PROD-099,purchase,1772728583
USER-030,PROD-169,view,1772728712
USER-034,PROD-048,add_to_cart,1772729587
USER-075,PROD-061,view,1772731633
USER-065,PROD-060,view,1772733634
USER-033,PROD-130,view,1772733706
USER-013,PROD-072,purchase,1772734011
USER-065,PROD-136,view,1772734447
USER-008,PROD-002,view,1772734487
USER-074,PROD-023,add_to_cart,1772734777
USER-005,PROD-162,add_to_cart,1772735304
USER-062,PROD-160,view,1772736101
USER-064,PROD-071,purchase,1772736711
USER-016,PROD-087,view,1772737418
USER-012,PROD-025,view,1772737921
USER-070,PROD-060,view,1772739312
USER-017,PROD-039,view,1772741141
USER-056,PROD-032,add_to_cart,1772741423
USER-021,PROD-169,view,1772742083
USER-022,PROD-128,add_to_cart,1772743535
USER-022,PROD-006,view,1772745136
USER-004,PROD-139,purchase,1772746550
USER-017,PROD-014,add_to_cart,1772746740
USER-035,PROD-051,view,1772747201
USER-047,PROD-181,view,1772747314
USER-075,PROD-132,view,1772749199
USER-030,PROD-196,view,1772749275
USER-059,PROD-161,view,1772749576
USER-019,PROD-098,view,1772751562
USER-002,PROD-139,view,1772751974
USER-001,PROD-006,view,1772752777
USER-003,PROD-061,add_to_cart,1772756365
USER-043,PROD-064,view,1772756433
USER-054,PROD-102,view,1772757273
USER-062,PROD-131,view,1772758513
USER-066,PROD-047,view,1772762203
USER-001,PROD-022,view,1772763555
USER-068,PROD-184,add_to_cart,1772763759
USER-025,PROD-041,view,1772763920
USER-003,PROD-014,view,1772765566
USER-037,PROD-122,view,1772765936
USER-019,PROD-013,view,1772769960
USER-031,PROD-156,view,1772771187
USER-009,PROD-171,view,1772771355
USER-009,PROD-132,view,1772772142
USER-036,PROD-074,view,1772775420
USER-068,PROD-135,view,1772775672
USER-024,PROD-132,view,1772775980
USER-036,PROD-047,purchase,1772776473
USER-029,PROD-063,view,1772778373
USER-008,PROD-197,view,1772781404
USER-015,PROD-043,add_to_cart,1772781945
USER-038,PROD-047,view,1772783040
USER-049,PROD-083,add_to_cart,1772783061
USER-072,PROD-103,view,1772783732
USER-014,PROD-050,view,1772786186
USER-029,PROD-070,view,1772786804
USER-059,PROD-089,view,1772789368
USER-071,PROD-002,add_to_cart,1772789460
USER-039,PROD-185,view,1772790672
USER-075,PROD-068,purchase,1772795656
USER-066,PROD-175,view,1772796140
USER-071,PROD-107,view,1772797187
USER-016,PROD-098,view,1772798312
USER-024,PROD-182,add_to_cart,1772802065
USER-041,PROD-068,view,1772802386
USER-034,PROD-121,view,1772804590
USER-051,PROD-032,view,1772805664
USER-050,PROD-197,view,1772806147
USER-051,PROD-030,view,1772806851
USER-026,PROD-012,view,1772808059
USER-058,PROD-049,view,1772808807
USER-066,PROD-042,add_to_cart,1772809223
USER-017,PROD-021,add_to_cart,1772810408
USER-009,PROD-024,view,1772810908
USER-043,PROD-132,view,1772814238
USER-060,PROD-009,view,1772814705
USER-022,PROD-135,view,1772816414
USER-056,PROD-045,view,1772817331
USER-014,PROD-128,view,1772817615
USER-006,PROD-139,view,1772817960
USER-064,PROD-024,view,1772818022
USER-031,PROD-024,view,1772820994
USER-062,PROD-135,view,1772821405
USER-025,PROD-081,view,1772821846
USER-003,PROD-062,view,1772822063
USER-025,PROD-070,view,1772822920
USER-018,PROD-059,view,1772823310
USER-044,PROD-040,view,1772823936
USER-038,PROD-101,purchase,1772824379
USER-050,PROD-175,view,1772824888
USER-069,PROD-133,view,1772829497
USER-001,PROD-006,view,1772830173
USER-058,PROD-005,view,1772832395
USER-060,PROD-161,view,1772832920
USER-069,PROD-165,view,1772834568
USER-047,PROD-065,add_to_cart,1772835250
USER-056,PROD-193,view,1772836855
USER-063,PROD-182,view,1772837032
USER-044,PROD-186,view,1772837200
USER-034,PROD-104,add_to_cart,1772838213
USER-004,PROD-074,view,1772842979
USER-068,PROD-195,view,1772843455
USER-028,PROD-153,view,1772844789
USER-054,PROD-154,view,1772847604
USER-067,PROD-197,view,1772848564
USER-012,PROD-016,view,1772849689
USER-010,PROD-200,view,1772851285
USER-022,PROD-012,view,1772853062
USER-024,PROD-165,view,1772853109
USER-060,PROD-034,add_to_cart,1772853267
USER-015,PROD-190,add_to_cart,1772854826
USER-069,PROD-135,view,1772855051
USER-071,PROD-056,view,1772855148
USER-005,PROD-109,view,1772856420
USER-012,PROD-001,view,1772856449
USER-001,PROD-078,view,1772856777
USER-069,PROD-011,view,1772857397
USER-015,PROD-106,view,1772857978
USER-052,PROD-118,add_to_cart,1772859024
USER-073,PROD-016,add_to_cart,1772859817
USER-021,PROD-034,view,1772860153
USER-048,PROD-132,add_to_cart,1772861275
USER-067,PROD-071,view,1772861381
USER-034,PROD-054,purchase,1772861712
USER-035,PROD-064,view,1772862687
USER-057,PROD-116,view,1772864676
USER-032,PROD-102,view,1772864908
USER-066,PROD-120,purchase,1772865547
USER-018,PROD-082,view,1772868048
USER-036,PROD-179,view,1772869749
USER-030,PROD-197,view,1772869862
USER-069,PROD-028,view,1772872507
USER-044,PROD-051,view,1772872761
USER-025,PROD-035,view,1772873301
USER-051,PROD-090,purchase,1772873474
USER-022,PROD-087,view,1772874031
USER-061,PROD-039,view,1772874260
USER-020,PROD-174,view,1772875263
USER-044,PROD-062,add_to_cart,1772877523
USER-051,PROD-133,view,1772878521
USER-066,PROD-101,view,1772878675
USER-008,PROD-156,view,1772879002
USER-018,PROD-153,view,1772879238
USER-068,PROD-086,view,1772880293
USER-037,PROD-051,view,1772881534
USER-007,PROD-151,view,1772881656
USER-061,PROD-156,add_to_cart,1772881943
USER-056,PROD-172,purchase,1772887146
USER-059,PROD-060,view,1772887153
USER-005,PROD-132,view,1772889371
USER-024,PROD-100,view,1772890354
USER-029,PROD-112,view,1772891429
USER-059,PROD-174,view,1772891816
USER-013,PROD-043,view,1772894901
USER-043,PROD-127,view,1772895057
USER-027,PROD-059,view,1772896660
USER-010,PROD-057,view,1772898109
USER-017,PROD-147,view,1772898573
USER-022,PROD-107,view,1772898752
USER-031,PROD-157,purchase,1772898828
USER-054,PROD-149,view,1772899653
USER-004,PROD-068,view,1772901254
USER-074,PROD-058,view,1772902785
USER-018,PROD-069,view,1772903415
USER-045,PROD-112,view,1772903788
USER-015,PROD-163,purchase,1772903829
USER-073,PROD-043,view,1772905780
USER-005,PROD-059,view,1772906155
USER-069,PROD-037,add_to_cart,1772906423
USER-068,PROD-199,view,1772907463
USER-059,PROD-197,view,1772910490
USER-018,PROD-137,view,1772910529
USER-047,PROD-106,view,1772911613
USER-004,PROD-102,view,1772913407
USER-070,PROD-022,view,1772914150
USER-054,PROD-134,view,1772914567
USER-053,PROD-195,purchase,1772915204
USER-048,PROD-046,view,1772916272
USER-015,PROD-141,add_to_cart,1772916603
USER-072,PROD-069,view,1772917523
USER-005,PROD-015,purchase,1772917999
USER-071,PROD-185,view,1772919793
USER-031,PROD-157,add_to_cart,1772920202
USER-062,PROD-019,view,1772920490
USER-055,PROD-163,view,1772922440
USER-075,PROD-161,view,1772922540
USER-025,PROD-064,view,1772922899
USER-018,PROD-116,view,1772925951
USER-028,PROD-087,add_to_cart,1772926799
USER-016,PROD-163,view,1772928955
USER-042,PROD-101,view,1772929650
USER-022,PROD-082,purchase,1772932061
USER-008,PROD-022,view,1772933224
USER-003,PROD-070,view,1772935120
USER-020,PROD-101,view,1772936563
USER-061,PROD-111,view,1772936754
USER-031,PROD-025,view,1772937871
USER-008,PROD-191,view,1772937904
USER-029,PROD-150,view,1772938218
USER-069,PROD-132,purchase,1772938354
USER-066,PROD-014,view,1772939534
USER-055,PROD-013,view,1772940238
USER-056,PROD-107,view,1772940667
USER-042,PROD-046,purchase,1772940927
USER-005,PROD-103,add_to_cart,1772940946
USER-056,PROD-165,view,1772941930
USER-001,PROD-136,view,1772942641
USER-005,PROD-010,view,1772943317
USER-050,PROD-002,view,1772946310
USER-005,PROD-162,purchase,1772947019
USER-048,PROD-128,view,1772949315
USER-051,PROD-009,add_to_cart,1772950031
USER-068,PROD-087,view,1772950956
USER-032,PROD-100,view,1772953562
USER-034,PROD-015,view,1772954058
USER-007,PROD-154,view,1772955119
USER-029,PROD-123,add_to_cart,1772958212
USER-065,PROD-009,add_to_cart,1772962539
USER-039,PROD-098,view,1772962749
USER-005,PROD-046,view,1772963965
USER-051,PROD-189,view,1772963971
USER-057,PROD-058,view,1772968403
USER-060,PROD-091,view,1772969640
USER-041,PROD-151,view,1772970574
USER-021,PROD-148,view,1772971949
USER-019,PROD-029,add_to_cart,1772972768
USER-002,PROD-062,view,1772975093
USER-067,PROD-179,view,1772975456
USER-071,PROD-118,view,1772976003
USER-007,PROD-051,view,1772979044
USER-075,PROD-151,view,1772979584
USER-045,PROD-086,view,1772979761
USER-035,PROD-043,view,1772980461
USER-037,PROD-041,view,1772980524
USER-038,PROD-188,view,1772981027
USER-031,PROD-016,view,1772982909
USER-001,PROD-077,view,1772983940
USER-045,PROD-103,view,1772985631
USER-051,PROD-123,view,1772987221
USER-021,PROD-074,view,1772987744
USER-036,PROD-026,view,1772989308
USER-060,PROD-178,add_to_cart,1772991140
USER-041,PROD-060,view,1772992492
USER-073,PROD-082,view,1772993177
USER-003,PROD-061,view,1772993334
USER-037,PROD-045,view,1772993387
USER-006,PROD-137,view,1772997300
USER-022,PROD-098,view,1772999331
USER-064,PROD-084,view,1772999879
USER-033,PROD-179,add_to_cart,1773000351
USER-020,PROD-061,view,1773001581
USER-036,PROD-165,add_to_cart,1773001881
USER-043,PROD-141,view,1773002402
USER-039,PROD-144,view,1773002723
USER-069,PROD-159,view,1773002860
USER-026,PROD-029,view,1773005134
USER-030,PROD-075,view,1773009891
USER-001,PROD-035,view,1773011077
USER-024,PROD-118,add_to_cart,1773012665
USER-021,PROD-113,view,1773013193
USER-017,PROD-120,add_to_cart,1773014129
USER-071,PROD-032,view,1773015841
USER-026,PROD-178,view,1773018244
USER-048,PROD-177,view,1773019273
USER-031,PROD-021,view,1773019380
USER-039,PROD-111,view,1773020422
USER-023,PROD-181,view,1773020940
USER-004,PROD-109,view,1773021420
USER-004,PROD-075,add_to_cart,1773023043
USER-040,PROD-058,add_to_cart,1773023220
USER-022,PROD-185,view,1773023517
USER-040,PROD-076,view,1773024904
USER-027,PROD-057,view,1773024997
USER-035,PROD-190,add_to_cart,1773026086
USER-051,PROD-175,view,1773028184
USER-073,PROD-122,purchase,1773028820
USER-044,PROD-063,add_to_cart,1773029055
USER-053,PROD-045,view,1773029530
USER-007,PROD-164,view,1773029995
USER-071,PROD-116,view,1773030080
USER-053,PROD-052,view,1773030612
USER-053,PROD-191,view,1773031282
USER-004,PROD-145,add_to_cart,1773032093
USER-045,PROD-094,add_to_cart,1773032140
USER-068,PROD-063,view,1773032916
USER-008,PROD-107,add_to_cart,1773033607
USER-053,PROD-155,view,1773034863
USER-053,PROD-197,view,1773035740
USER-036,PROD-071,view,1773039627
USER-011,PROD-156,view,1773039775
USER-048,PROD-037,view,1773040299
USER-072,PROD-064,view,1773040915
USER-008,PROD-121,view,1773040992
USER-067,PROD-146,add_to_cart,1773041745
USER-003,PROD-141,view,1773043149
USER-034,PROD-016,add_to_cart,1773045312
USER-020,PROD-074,view,1773047065
USER-022,PROD-111,view,1773049485
USER-015,PROD-142,view,1773049586
USER-045,PROD-153,view,1773051699
USER-041,PROD-037,view,1773053513
USER-074,PROD-036,view,1773054372
USER-045,PROD-131,view,1773057332
USER-069,PROD-160,view,1773058154
USER-071,PROD-113,view,1773058819
USER-024,PROD-197,add_to_cart,1773058832
USER-017,PROD-153,view,1773059043
USER-061,PROD-172,view,1773059361
USER-034,PROD-049,view,1773059450
USER-023,PROD-113,view,1773059917
USER-043,PROD-146,view,1773061328
USER-063,PROD-024,view,1773062588
USER-041,PROD-114,view,1773064620
USER-060,PROD-013,view,1773065432
USER-046,PROD-113,view,1773067881
USER-019,PROD-170,view,1773068340
USER-065,PROD-025,view,1773068950
USER-020,PROD-134,view,1773069333
USER-043,PROD-026,view,1773071021
USER-072,PROD-078,view,1773071584
USER-025,PROD-001,add_to_cart,1773072659
USER-020,PROD-191,view,1773072761
USER-043,PROD-190,view,1773074010
USER-038,PROD-048,view,1773074516
USER-033,PROD-053,view,1773075385
USER-019,PROD-131,add_to_cart,1773075901
USER-033,PROD-164,view,1773076615
USER-012,PROD-052,view,1773076933
USER-013,PROD-197,view,1773085372
USER-031,PROD-174,view,1773086580
USER-055,PROD-017,view,1773088788
USER-020,PROD-130,view,1773091940
USER-072,PROD-082,view,1773092124
USER-058,PROD-104,view,1773092306
USER-010,PROD-073,view,1773093272
USER-050,PROD-138,view,1773095486
USER-045,PROD-102,view,1773096019
USER-024,PROD-122,add_to_cart,1773096664
USER-004,PROD-076,view,1773098721
USER-022,PROD-135,view,1773099010
USER-013,PROD-002,view,1773099862
USER-073,PROD-139,view,1773100448
